BALANCE,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,TENURE,FULL_PAYMENT
2517,607,599,8,0,0,14,2750,1044,1343,12,0
1200,1447,306,1141,50,1,19,2400,643,457,12,0
13479,41050,40624,426,0,0,157,17000,36067,15914,12,0
80,727,727,0,0,0,11,20000,823,207,12,1
840,1870,815,1055,0,0,30,4000,999,280,11,0
128,183,0,183,0,0,10,5000,1392,187,12,0
48,379,0,379,0,0,7,2500,642,157,12,1
1529,875,0,875,0,0,18,1500,716,1503,12,0
2643,26402,22257,4145,0,0,114,16500,24529,534,12,1
2925,0,0,0,281,3,0,3000,678,1188,12,0
5037,1752,1564,188,1072,4,53,10300,1490,1550,12,0
32,400,0,489,0,0,11,4500,354,132,12,1
2549,13772,4503,9268,0,0,83,14500,16826,452,12,0
3719,1173,1173,0,10373,10,7,9500,4821,760,12,0
4914,1654,354,1300,1442,3,14,5000,3410,3452,12,0
1192,4239,2220,2018,0,0,33,10500,3529,288,12,0
98,907,907,0,0,0,12,10000,909,185,12,1
1535,0,0,0,2615,8,0,3000,305,428,12,0
675,0,0,0,6524,1,0,12500,0,,12,0
43,569,0,569,0,0,19,16500,758,163,12,1
1875,306,0,306,0,0,14,1500,519,19977,12,0
15258,529,529,0,4101,23,10,19000,2051,3906,8,0
4497,2001,210,1791,0,0,30,4500,3059,5068,12,0
986,0,0,0,2955,6,0,3000,833,707,12,0
258,1020,185,835,0,0,27,6500,1099,163,12,0
4508,4754,3637,1118,0,0,43,9500,1925,957,12,0
1118,0,0,0,97,3,0,1200,308,361,12,0
5083,332,332,0,10385,31,2,8000,4454,1089,10,0
3650,1490,1490,0,8825,2,1,12500,573,747,12,0
77,558,271,288,0,0,14,8000,602,150,12,0
1362,1477,900,577,452,1,10,1500,559,1059,9,0
189,1051,0,1051,0,0,13,3000,1301,168,12,0
2375,2242,1223,1019,228,2,42,2850,2073,874,12,0
1112,179,59,120,0,0,7,4000,218,369,12,0
2569,973,163,810,1390,5,15,5500,807,590,12,0
2884,4620,4300,320,0,0,21,7500,6476,1090,12,0
71,1024,1024,0,0,0,2,20000,5873,116,12,0
3366,6344,4439,1906,0,0,54,12000,2891,694,12,0
7190,1550,1550,0,3269,11,19,17500,1727,1770,12,0
68,734,734,0,0,0,6,5000,1537,103,12,1
5066,2274,1283,991,2855,23,60,5000,5174,6174,12,0
2455,1636,0,1636,487,1,33,3000,1442,1113,12,0
64,627,482,145,0,0,8,6000,1514,113,12,1
1285,56,0,56,5406,123,1,3000,3433,421,12,0
77,277,277,0,0,0,2,8500,815,109,6,0
951,7480,7480,0,0,0,14,15000,7521,319,11,1
5178,3938,2606,1331,0,0,54,9500,1248,1144,12,0
531,6300,6300,0,0,0,21,16500,4925,182,12,1
264,1857,0,1857,0,0,12,1800,1592,1992,12,0
492,4924,4924,0,0,0,48,10500,3431,149,10,1
1035,1308,1308,0,235,1,8,1500,237,207,6,0
11548,49040,40761,8278,558,1,101,22500,46931,2974,12,0
8997,4605,4020,584,1855,8,46,9000,4202,7061,12,0
9149,228,228,0,5584,13,4,9500,6711,6511,12,0
1297,2327,2327,0,1873,6,18,6000,2322,361,12,0
1759,1199,1199,0,8553,17,1,6750,11634,422,11,0
194,1175,0,1175,0,0,41,4500,1280,204,12,0
3294,0,0,0,2547,3,0,4000,1084,1228,12,0
5404,469,286,183,8005,52,4,7000,2676,1468,6,0
5485,0,0,0,1239,8,0,6000,2060,1307,12,0
181,133,133,0,219,2,3,2500,168,169,12,0
1312,10701,2913,7788,0,0,222,6000,9853,280,12,1
542,0,0,0,1075,2,0,1500,1329,190,12,0
1029,49,0,49,0,0,3,1000,60,8270,12,0
1203,11314,10134,1180,0,0,98,6000,10718,282,12,1
1095,0,0,0,283,3,0,1200,432,256,12,0
4547,3525,0,3525,0,0,66,15000,14084,1443,12,0
29,259,259,0,0,0,16,12000,502,105,12,1
3457,2449,0,2449,0,0,12,1700,228,38512,12,0
23,294,195,99,0,0,6,12500,288,93,12,0
9560,709,709,0,772,3,3,10500,2447,2042,10,0
2154,1628,1628,0,0,0,8,5000,655,508,12,0
2627,0,0,0,3216,7,0,3150,394,10636,12,0
2690,0,0,0,2225,1,0,7000,810,663,12,0
12,165,165,0,0,0,1,15000,0,,12,0
3453,11682,11682,0,0,0,141,10500,8146,1199,12,0
1068,99,0,99,0,0,5,2500,3595,445,12,0
7296,0,0,0,721,4,0,7500,1984,3083,12,0
7975,1142,1018,125,2652,3,10,9000,2080,2902,12,0
1867,1495,1495,0,0,0,8,8500,2032,462,12,0
259,646,646,0,0,0,1,10000,540,183,12,0
1298,0,0,0,2053,9,0,3500,3010,506,12,0
313,3609,2125,1484,0,0,37,15000,2420,183,12,1
7088,0,0,0,3118,2,0,7500,4540,2183,12,0
4458,0,0,0,2846,6,0,5000,986,1708,12,0
2691,12465,9806,2659,0,0,79,13000,9291,653,12,0
15245,7824,7565,259,2621,2,62,19000,11123,4468,12,0
0,25,25,0,0,0,1,1800,46,27,12,0
2493,27958,23033,4925,0,0,70,9000,27255,537,12,1
47,372,274,98,0,0,7,4000,662,149,12,0
4115,1842,1457,385,4004,8,21,7500,7780,950,12,0
2450,1678,824,854,0,0,33,6500,683,512,12,0
8782,11675,9401,2274,0,0,93,16000,10377,2373,12,0
1642,2094,2094,0,0,0,17,4500,577,556,12,0
2740,0,0,0,2970,5,0,3000,3418,1385,11,0
1946,411,411,0,99,1,5,2500,1403,514,12,0
10,99,0,99,0,0,7,4000,209,147,12,0
394,525,525,0,2004,12,1,2500,3747,83,12,0
5936,1956,1777,179,0,0,48,11500,1553,1338,12,0
267,1751,1515,235,239,2,31,3500,2103,194,12,0
918,18,0,18,0,0,1,1000,1407,425,12,0
3184,386,386,0,3716,7,9,4000,4441,752,11,0
2072,0,0,0,199,4,0,2100,553,570,11,0
6981,0,0,0,11549,15,0,14500,1498,1536,12,0
724,625,198,427,0,0,10,7500,721,234,12,0
2470,963,963,0,0,0,16,7000,567,640,12,0
202,2012,2012,0,0,0,8,2100,3145,165,12,1
6788,100,0,100,7727,10,10,8000,1775,2294,12,0
107,1084,0,1084,0,0,9,8000,1516,152,12,1
3947,207,0,207,1547,11,11,8500,1494,887,12,0
1246,1757,907,850,0,0,80,5000,1254,310,12,0
7155,3838,1860,1977,14812,51,52,9500,17740,2501,12,0
2148,118,118,0,1022,2,2,8000,5442,542,12,0
33,1223,769,454,0,0,25,6000,1222,129,12,1
5381,1710,817,893,2293,6,43,6000,1573,3216,12,0
3420,11,11,0,1261,1,1,4000,746,1244,12,0
8900,0,0,0,4850,52,0,12000,2431,2453,12,0
838,8273,2905,5368,0,0,53,7000,7884,208,12,1
2113,620,0,620,1959,2,24,4000,530,509,12,0
16,190,0,190,0,0,3,4000,322,140,10,1
3774,7680,5051,2629,0,0,64,11500,2529,1256,12,0
1088,9735,3756,5979,0,0,194,8500,8572,205,12,0
2,0,0,0,137,1,0,3000,279,57,12,0
5248,8403,7470,933,3141,12,117,13000,8496,1183,12,0
10,119,70,49,0,0,25,3300,118,57,12,0
3123,11202,10930,273,0,0,100,7500,8317,887,12,0
1671,795,795,0,0,0,16,1750,1084,1196,12,0
537,1704,151,1554,0,0,16,1500,680,161,10,0
1804,1044,801,243,103,1,23,5000,1069,518,12,0
2394,3652,1545,2107,2421,11,111,4500,6925,1647,12,0
545,6478,3302,3176,0,0,83,7500,6381,236,12,1
288,1025,0,1025,0,0,67,2800,1148,183,12,0
1434,0,0,0,1867,2,0,2400,2362,390,12,0
80,473,473,0,0,0,1,16000,564,109,12,0
2135,733,79,655,5716,7,11,3000,6802,1018,11,0
4926,3051,989,2062,10901,24,16,11500,21321,3914,12,0
62,601,468,133,0,0,10,7000,704,161,12,0
1063,0,0,0,497,3,0,1200,720,370,12,0
5347,0,0,0,9671,1,0,10500,3239,3615,12,0
9,0,0,0,76,1,0,5000,74,96,12,0
165,1765,1149,616,0,0,21,10000,1768,213,12,1
300,2352,1137,1216,0,0,30,6500,2671,185,12,0
3726,0,0,0,516,9,0,4000,1221,1537,12,0
307,3878,2184,1694,0,0,29,12500,3639,205,12,1
14412,5958,3161,2797,0,0,98,15000,7840,8097,12,0
1760,5969,3755,2214,1777,4,92,16500,7273,445,12,0
1482,14605,2476,12129,0,0,219,15500,14463,341,12,1
6015,434,434,0,2434,13,5,7000,1535,1663,12,0
5619,2791,2549,242,0,0,36,14000,1778,1356,12,0
365,571,0,571,4961,14,3,4000,5308,216,12,0
1728,0,0,0,1663,4,0,1800,142,10593,12,0
1043,281,0,281,1361,4,9,1200,635,965,9,0
2572,1702,465,1237,1089,5,55,3000,710,685,12,0
7761,14333,10589,3744,0,0,152,16000,7117,2117,11,0
62,491,0,491,0,0,3,18000,1197,131,11,1
0,0,0,0,311,1,0,9000,0,,12,0
1724,8371,4193,4178,960,1,87,3800,9583,1805,12,0
559,4552,1234,3318,0,0,15,5000,5496,174,12,1
16,202,202,0,0,0,2,2000,200,44,12,0
3808,6030,2875,3155,7280,62,104,7000,17085,2068,12,0
28,379,0,379,0,0,6,2500,535,29,12,0
2516,1877,927,950,0,0,29,8500,4503,811,12,0
408,3661,3661,0,0,0,33,7500,4471,188,12,1
975,2282,2282,0,99,2,29,20000,2068,243,12,0
879,46,46,0,1246,2,1,1200,1590,440,12,0
2331,1920,1311,609,0,0,34,6000,6725,609,12,0
27,685,220,465,0,0,24,13000,798,67,12,0
1418,362,0,362,0,0,19,1200,496,15915,12,0
2,80,80,0,0,0,1,1500,0,,8,0
332,3703,1654,2049,0,0,54,7500,3229,195,12,1
10359,12650,12650,0,2782,2,10,10500,7566,9170,12,0
2144,228,228,0,1909,1,7,4000,2521,508,12,0
2927,0,0,0,3988,5,0,4000,863,1178,10,0
655,1969,567,1402,0,0,30,12000,2012,219,12,0
1163,533,0,533,19,1,8,1200,632,1396,12,0
4094,0,0,0,1618,8,0,7500,1071,1441,12,0
278,1902,367,1535,0,0,34,4500,1624,169,12,0
5942,0,0,0,744,2,0,7000,1757,2166,12,0
983,5602,3074,2528,36,1,182,7500,4808,207,12,0
820,163,0,163,0,0,6,1000,216,7282,12,0
7026,66,66,0,8733,16,1,9000,9548,2385,12,0
1,20,0,20,0,0,2,6500,50,49,10,1
5656,362,362,0,7240,12,2,8000,683,2037,8,0
2706,818,326,492,2758,3,14,3000,4055,1003,12,0
235,1286,1286,0,0,0,24,4000,1272,218,12,0
3473,1800,0,1800,2643,7,12,6000,2214,4094,12,0
2892,0,0,0,129,5,0,3000,667,1066,12,0
146,1131,0,1131,0,0,25,18000,1318,481,12,0
1944,83,0,83,0,0,1,4000,290,276,7,0
2120,342,270,72,0,0,11,3000,3505,895,12,0
233,2025,2025,0,386,1,21,6000,2420,118,12,1
318,3549,2949,599,0,0,51,20000,3909,200,12,1
448,1687,1687,0,0,0,8,11500,1464,261,12,0
908,231,0,231,944,3,7,1000,162,930,7,0
547,2427,1587,840,0,0,30,5000,1748,176,12,0
763,579,300,279,728,1,13,1200,636,221,12,0
1496,420,320,100,0,0,16,6600,1284,389,12,0
7007,329,329,0,9498,12,2,10000,660,1401,6,0
4415,420,0,420,0,0,12,4200,467,24302,12,0
255,3267,1439,1828,0,0,101,6000,2842,174,12,1
1167,294,65,229,0,0,12,1500,686,267,12,0
3063,0,0,0,3550,3,0,5500,758,891,12,0
1546,0,0,0,2196,5,0,3000,248,311,6,0
999,0,0,0,2368,10,0,1500,1724,301,12,0
3387,172,172,0,0,0,5,4500,908,912,12,0
964,2211,1741,470,0,0,50,9500,2947,345,12,0
455,1230,1230,0,0,0,16,2700,1125,193,12,0
2573,64,64,0,249,2,1,2800,373,3945,12,0
2597,0,0,0,1700,9,0,3000,1794,937,12,0
13763,9671,6701,2970,1896,2,88,17500,24199,3039,12,0
1861,7446,6377,1069,2817,5,82,10000,10275,528,12,0
5422,0,0,0,9972,2,0,14000,1662,1950,12,0
839,376,376,0,100,1,3,6000,779,179,12,0
447,5228,2337,2891,0,0,71,3000,4844,177,12,0
89,292,0,292,0,0,10,8000,341,209,12,0
822,1386,1386,0,0,0,3,1500,238,155,7,0
3715,1307,1307,0,4246,4,24,5000,1530,1213,12,0
7811,0,0,0,6372,8,0,16000,2322,1831,12,0
1025,78,78,0,0,0,2,1200,555,304,12,0
2387,862,182,680,458,1,7,6000,6533,634,12,0
15,65,65,0,0,0,1,3000,19,68,12,0
2644,798,277,521,3207,2,19,4500,728,770,12,0
4882,0,0,0,224,3,0,8500,1227,1208,12,0
1855,32,32,0,38,1,1,2000,350,696,12,0
13775,404,0,404,3369,7,3,14500,3168,3533,12,0
251,0,0,0,1085,4,0,1200,3597,308,12,0
1355,8821,2550,6271,0,0,37,6500,3609,416,12,0
6714,7590,7404,187,1597,4,81,10000,2344,4677,12,0
2398,0,0,0,722,8,0,6000,738,879,12,0
1434,1614,801,813,0,0,37,1500,1362,1854,12,0
142,1215,574,640,0,0,48,11000,942,180,12,1
660,777,699,78,0,0,2,1500,487,215,12,0
4835,0,0,0,57,1,0,5500,874,1583,10,0
2571,0,0,0,260,7,0,2750,751,883,12,0
493,4372,2765,1607,0,0,97,20000,3603,208,12,1
2752,1649,619,1030,2147,4,46,6500,1428,1342,12,0
7716,0,0,0,6183,62,0,11500,1777,2413,12,0
0,24,0,24,0,0,2,1500,10,9,12,0
96,1124,1124,0,0,0,9,1500,3245,143,12,0
1439,572,572,0,0,0,5,2100,2574,756,12,0
5603,0,0,0,2909,6,0,7500,6135,2279,12,0
2,0,0,0,1149,3,0,1500,4,9,6,0
83,1080,0,1080,0,0,23,9000,1065,178,12,1
1157,0,0,0,1250,10,0,3000,265,326,12,0
1561,750,210,540,4097,19,7,6000,617,415,9,0
1576,0,0,0,1978,1,0,2500,261,325,8,0
1545,880,0,927,0,0,46,1500,1190,1104,12,0
1350,642,642,0,0,0,12,9000,324,345,12,0
1261,890,890,0,0,0,9,3000,302,331,12,0
1275,1798,145,1653,756,3,17,1500,1340,1733,12,0
1647,2721,2580,140,0,0,49,5000,2800,358,12,0
3121,4140,4140,0,3607,3,8,9000,1600,597,9,0
3406,1140,0,1140,0,0,6,3650,2541,2559,12,0
4006,169,0,169,2869,7,7,6000,1553,989,12,0
915,0,0,0,2454,6,0,1200,1665,247,7,0
4193,184,184,0,1586,4,4,10500,1030,1116,12,0
10397,0,0,0,4046,6,0,13000,3222,2819,12,0
2830,1413,0,1413,2045,6,25,5000,6940,759,12,0
5500,0,0,0,485,6,0,6000,1445,2703,12,0
815,1936,1471,465,232,1,27,2000,1759,232,12,0
756,2486,2053,433,0,0,33,4000,948,1356,8,0
5271,0,0,0,2194,7,0,6500,1479,1321,12,0
23,797,0,797,0,0,13,4000,912,103,12,1
5639,717,399,318,3857,16,7,7000,1461,1540,12,0
5309,0,0,0,4955,21,0,9500,1335,1272,12,0
62,783,783,0,0,0,2,3000,2941,281,12,0
2052,0,0,0,200,5,0,2000,529,1502,12,0
57,260,260,0,0,0,1,5500,279,92,12,0
1121,0,0,0,56,3,0,1200,236,351,12,0
9470,49,0,49,4078,6,5,12000,2231,2673,12,0
2389,4021,2304,1718,2076,4,44,5000,2851,794,12,0
1955,503,503,0,0,0,1,10500,686,496,12,0
433,4430,3629,802,0,0,78,8500,4302,187,12,1
2028,934,934,0,1160,2,1,3000,393,462,12,0
1253,1164,950,214,0,0,22,5000,0,,12,0
1822,177,70,107,0,0,3,2500,1136,428,12,0
1558,284,204,79,0,0,2,5000,425,282,8,0
3879,9796,9536,260,1959,2,45,19000,12668,968,12,0
709,2110,1735,375,366,3,19,6500,4591,297,12,0
2749,0,0,0,434,4,0,3000,809,1664,12,0
4344,1326,1326,0,1123,2,23,4500,1374,3414,12,0
8646,0,0,0,10204,9,0,10000,11193,3428,12,0
90,0,0,0,729,2,0,3500,79,82,12,0
9165,3408,2074,1334,2064,5,77,9500,0,,12,0
299,1804,620,1184,327,3,27,7500,1672,191,12,0
88,758,0,758,0,0,7,6000,501,83,12,0
15,122,0,122,0,0,9,4000,137,125,11,0
5211,0,0,0,2316,10,0,5500,1010,2092,12,0
835,90,90,0,1160,1,1,1500,255,152,8,0
2302,0,0,0,862,9,0,2600,0,,12,0
1783,0,0,0,16037,11,0,10000,15923,518,12,0
2436,749,394,356,0,0,8,8500,2501,542,12,0
10,185,0,185,0,0,12,4000,185,130,12,1
1524,70,0,70,641,9,2,1500,973,1263,12,0
1820,219,219,0,978,7,5,2500,519,1223,12,0
5,45,45,0,0,0,1,6000,267,88,12,0
645,269,0,269,0,0,12,1200,1558,438,12,0
147,0,0,0,1843,6,0,2600,0,,12,0
198,1877,0,1877,0,0,12,5000,1715,164,12,1
1717,456,36,420,0,0,13,1700,881,1067,12,0
27,521,0,521,0,0,15,4000,551,89,12,0
5360,0,0,0,1114,3,0,6000,638,12867,12,0
773,8519,8003,516,237,1,117,17500,5829,271,12,1
83,0,0,0,2655,2,0,3000,12902,1792,12,1
2655,0,0,0,3470,27,0,4000,3225,1690,12,0
82,777,521,256,0,0,20,7500,754,163,12,0
1373,0,0,0,2740,2,0,3300,0,,12,0
1773,4504,2987,1518,0,0,37,8500,279,561,12,0
227,2370,1682,688,0,0,35,4200,1948,163,12,1
156,517,461,57,0,0,7,3000,370,131,12,0
4768,806,481,325,1706,3,25,8000,880,2203,12,0
2575,579,579,0,6391,4,12,9500,3219,729,11,0
3405,8,8,0,0,0,12,10500,1016,795,12,0
3518,174,174,0,3123,6,2,5000,5091,796,12,0
1749,75,75,0,216,5,2,1800,650,573,12,0
5,60,0,60,0,0,2,4000,471,111,12,1
2718,1500,1500,0,475,1,2,4600,950,885,12,0
1841,2281,0,2281,0,0,20,1800,2463,1948,12,0
1400,0,0,0,1968,5,0,3000,713,316,12,0
675,1153,0,1153,0,0,21,7000,0,,12,0
2407,0,0,0,95,4,0,2400,314,10775,12,0
285,0,0,0,2645,7,0,3000,249,572,12,0
1011,186,61,125,0,0,5,3000,635,227,12,0
1359,90,28,62,0,0,4,7000,323,410,12,0
1393,222,222,0,0,0,8,1700,369,294,12,0
488,4768,4768,0,0,0,27,2500,1980,149,11,0
1892,87,87,0,92,2,2,2000,534,1070,12,0
3957,1163,1022,141,3808,21,14,7500,1477,1451,12,0
921,977,616,361,0,0,18,3350,549,267,12,0
228,1498,691,807,0,0,31,3500,343,184,12,0
4270,363,363,0,5307,11,2,5500,1251,2071,9,0
4116,0,0,0,540,3,0,8500,1006,1314,12,0
1376,0,0,0,113,3,0,1500,307,737,12,0
1301,0,0,0,514,3,0,3000,387,397,12,0
1438,350,0,350,0,0,2,4000,0,,12,0
1304,1489,988,501,859,2,21,2000,613,342,12,0
1373,992,651,341,668,3,18,4500,2899,464,12,0
938,1288,0,1288,0,0,23,1500,1019,197,12,0
129,1103,0,1103,0,0,15,4000,1124,178,12,1
161,537,103,434,0,0,13,1000,281,165,12,0
826,0,0,0,904,4,0,2500,523,170,12,0
230,2163,1383,780,0,0,23,4000,0,,12,0
3617,0,0,0,4948,7,0,5500,530,1295,9,0
8221,5197,4001,1196,18857,25,15,13000,12886,1287,7,0
4439,592,109,483,564,3,11,17000,5553,1094,11,0
2210,1791,1358,432,1661,18,52,10500,8863,479,12,0
2315,0,0,0,3253,27,0,3000,2468,987,12,0
1256,385,385,0,0,0,2,5000,0,,12,0
63,475,0,475,0,0,12,1500,408,170,12,1
5281,0,0,0,1787,4,0,6000,1648,1265,12,0
171,1366,1366,0,0,0,11,2000,3453,139,12,0
1271,77,77,0,0,0,2,1500,257,278,11,0
11083,2127,2027,100,1622,7,10,15000,2494,2643,12,0
993,100,100,0,593,3,1,1200,0,,12,0
10131,0,0,0,3330,5,0,14500,4057,2592,12,0
4419,12552,10901,1651,14897,19,122,17000,31698,1449,12,0
2174,200,200,0,201,4,1,8000,496,503,12,0
9902,2191,832,1358,1913,4,43,11500,2972,2849,12,0
2320,2896,2209,687,187,1,90,13500,1341,559,12,0
910,18,0,18,19,1,1,1000,234,231,12,0
1374,1991,0,1991,0,0,31,5000,0,,12,0
0,200,0,200,0,0,14,4000,0,,12,0
268,4917,3300,1617,0,0,31,13500,3552,79,12,0
1827,1325,1162,164,0,0,21,4000,666,531,12,0
1030,1449,1229,220,1070,2,18,1200,3008,1054,12,0
994,852,0,852,1516,4,12,1500,1660,512,12,0
3151,0,0,0,366,5,0,3500,819,805,12,0
11655,463,74,389,3097,17,7,12500,3025,5148,12,0
1255,769,769,0,2235,7,3,7000,0,,12,0
2174,377,178,199,389,2,5,2600,0,,12,0
1076,0,0,0,60,2,0,1200,239,364,12,0
1444,780,70,710,3573,6,5,9000,6123,430,12,0
2768,3480,2767,713,0,0,60,12500,4062,1082,12,0
1382,0,0,0,190,6,0,1500,381,463,12,0
716,0,0,0,3944,4,0,12000,232,267,12,0
1890,2494,358,2136,0,0,26,3000,916,494,12,0
1948,324,324,0,1468,4,4,5000,0,,12,0
45,445,0,445,0,0,12,3000,427,171,12,1
802,150,0,150,3714,2,3,6000,0,,12,0
6060,250,250,0,4448,10,1,7000,0,,12,0
847,0,0,0,1159,5,0,1200,102,196,6,0
1843,90,90,0,126,6,5,2000,376,398,10,0
22,299,0,299,0,0,12,7500,321,188,12,1
3559,1036,1036,0,3271,11,6,7300,1617,1101,12,0
14581,0,0,0,22666,30,0,18500,20941,5434,12,0
902,5081,4674,407,0,0,12,8000,178,259,12,0
1081,555,262,292,952,8,20,2100,1899,383,12,0
9255,5153,3352,1801,0,0,105,11500,4873,9643,12,0
229,2618,2426,191,0,0,35,1800,1774,143,12,1
1486,717,217,500,274,1,17,1600,1477,1306,12,0
337,4194,3076,1118,0,0,27,3000,3691,210,12,1
2643,966,738,228,0,0,33,4300,771,627,12,0
4007,7597,6761,836,0,0,22,6500,0,,12,0
128,0,0,0,1898,2,0,9500,0,,12,0
2904,360,113,248,3502,10,7,11500,3014,662,12,0
234,1773,1353,420,0,0,29,1200,765,228,12,0
151,1850,1815,35,0,0,41,14000,1857,193,12,1
3067,85,0,85,0,0,9,8000,923,712,12,0
11,224,176,48,0,0,4,17500,193,95,9,0
6366,408,308,100,14827,2,5,12500,5723,1747,12,0
53,315,0,315,0,0,12,1000,194,163,12,0
1917,0,0,0,84,1,0,2000,469,899,12,0
362,313,313,0,371,2,5,7500,868,167,12,0
5879,1230,1000,230,4666,24,13,6500,2535,2434,12,0
7144,0,0,0,3000,3,0,13000,8733,1928,12,0
560,0,0,0,1380,3,0,3000,1965,243,12,0
80,701,701,0,0,0,13,6000,0,,12,0
1701,302,0,302,797,1,6,2000,785,568,12,0
994,349,349,0,0,0,4,1200,336,255,12,0
939,3393,3365,78,0,0,5,9000,2769,267,12,0
7428,206,110,96,3697,11,12,9500,2404,2364,12,0
2747,0,0,0,4290,11,0,6500,2017,623,12,0
25,209,0,209,0,0,6,1500,278,153,12,1
32,1052,732,319,0,0,16,4600,5384,14,12,0
1023,253,196,57,0,0,16,1200,464,250,12,0
3,203,0,203,0,0,10,4500,32,53,12,0
1068,27,0,27,0,0,1,1200,220,310,12,0
6725,6336,912,5424,0,0,108,11000,3204,2659,12,0
515,2457,1273,1185,0,0,69,7000,2858,178,12,0
1,27,0,27,0,0,4,4500,18,9,12,0
542,4897,721,4175,961,2,64,2500,5339,173,12,1
40,20,20,0,0,0,5,3200,0,,12,0
1894,678,678,0,0,0,12,2000,993,1111,12,0
5981,0,0,0,12008,30,0,11000,9737,1597,12,0
177,1707,404,1304,0,0,18,3300,0,,12,0
4224,0,0,0,3306,18,0,4500,0,,12,0
56,963,300,663,0,0,11,14000,1062,143,12,1
179,2541,1235,1306,0,0,30,5000,2479,169,12,1
635,1478,1343,135,0,0,12,1200,1372,336,12,0
6003,0,0,0,1163,10,0,6500,1499,1838,12,0
1105,46,46,0,0,0,1,1200,294,449,12,0
851,0,0,0,2037,3,0,3000,4999,283,12,0
914,563,400,163,137,5,40,900,0,,12,0
3122,974,712,262,189,5,21,3000,1521,2020,12,0
646,0,0,0,6480,1,0,10000,0,,12,0
1804,562,64,498,0,0,19,1800,2011,2412,12,0
330,54,54,0,0,0,6,2500,429,172,12,0
1168,1113,801,312,0,0,26,6500,4240,563,12,0
4594,0,0,0,394,1,0,5250,1065,1558,10,0
391,7363,6965,398,0,0,42,4500,11891,890,12,1
12358,421,0,421,5690,11,7,17000,4131,2959,12,0
96,566,464,103,0,0,3,9000,74,200,12,0
2072,17409,11263,6146,0,0,175,19500,19517,517,12,0
3215,0,0,0,629,11,0,3500,1334,1645,12,0
2438,1178,1178,0,2961,7,29,3000,1325,1001,10,0
460,1009,858,151,0,0,25,4000,1292,221,12,0
1896,200,200,0,493,7,3,2000,862,3302,12,0
51,737,737,0,0,0,5,4500,1666,54,8,1
40,158,0,158,0,0,1,3000,2280,73,12,0
1,0,0,0,0,0,1,6500,0,,12,0
1462,516,0,516,0,0,12,1500,752,1009,12,0
338,251,251,0,0,0,12,6000,0,,12,0
1519,2111,1749,362,0,0,20,1700,664,555,10,0
1539,3852,2682,1170,0,0,35,6000,3387,393,12,0
1084,270,270,0,0,0,3,1200,371,230,12,0
3908,1238,1159,79,1799,4,13,6000,1147,871,12,0
17,308,308,0,0,0,3,2500,292,28,12,0
243,0,0,0,1222,3,0,12000,197,59,12,0
463,1818,1818,0,0,0,4,6000,0,,12,0
192,1000,1000,0,0,0,1,1500,1128,157,12,0
1493,0,0,0,77,3,0,1600,456,431,12,0
853,3209,2795,414,898,3,28,10000,2842,255,10,0
1295,886,886,0,1310,8,7,1800,2966,493,12,0
4890,0,0,0,9009,5,0,7500,7296,1278,11,0
1905,456,0,456,0,0,22,3000,576,702,12,0
69,750,0,750,0,0,10,1500,701,152,11,1
2873,555,0,555,0,0,12,3000,1397,1681,12,0
2438,1094,695,399,823,4,15,2900,556,1049,12,0
161,1756,1756,0,0,0,20,2500,1633,194,12,1
2802,829,0,829,476,1,5,3000,1394,634,12,0
4618,542,542,0,3581,2,2,8500,0,,12,0
3108,26582,15159,11423,0,0,55,28000,26557,586,10,1
3946,1509,1509,0,0,0,16,8500,0,,12,0
560,99,99,0,909,3,1,1000,408,142,12,0
2001,1535,1425,110,1407,17,32,4000,868,1314,12,0
1217,76,76,0,0,0,3,1200,533,7782,12,0
344,3927,0,3927,0,0,34,5500,3627,198,12,0
888,1486,180,1307,0,0,39,1800,0,,12,0
5573,435,435,0,3936,7,14,7000,1588,1390,12,0
31,280,280,0,901,2,3,4000,0,,12,0
1464,368,246,122,0,0,9,1500,720,1547,12,0
114,182,0,182,0,0,4,1500,170,169,12,0
1355,1682,1384,298,0,0,15,13000,6965,488,12,0
358,3070,1864,1206,0,0,20,18500,4023,170,12,1
1368,34,0,34,135,3,1,1600,1914,530,12,0
2870,490,490,0,10735,29,3,6000,5956,991,11,0
2797,2197,1102,1095,1825,2,31,4000,0,,12,0
1056,170,0,170,0,0,3,1200,229,299,12,0
3422,36,0,36,19,1,1,3500,405,10849,12,0
166,1807,133,1674,0,0,28,3500,1595,163,12,1
5318,0,0,0,5834,8,0,6500,3155,1370,12,0
1532,2612,1376,1237,0,0,135,6500,1348,434,12,0
1507,1189,180,1009,65,2,91,6500,2813,370,12,0
196,0,0,0,477,1,0,1950,551,140,12,0
2845,735,653,82,0,0,8,10500,6006,889,12,0
1268,1533,0,1533,2294,8,20,1200,3363,2639,12,0
1250,444,444,0,0,0,3,3500,274,260,11,0
10,97,0,97,0,0,19,4500,1087,92,12,0
2285,0,0,0,1173,5,0,2500,382,1003,12,0
2929,161,0,161,320,5,12,3000,1143,1098,12,0
1460,938,100,838,0,0,40,1500,1187,1321,12,0
2022,23,0,23,0,0,5,10000,2062,436,12,0
